storage technology,tmax (°c),hrmin (%),variety,storage time (days),grain impurities (%),initial total damage (%),final total damage  (%)
grainpro hermetic supergrainbag premium rz with zip,24.90537190082646,36.88429752066116,Native,241,0.14666666666666664,3.520000000000005,37.540000000000006
polypropylene bag with aluminum phosphide,24.90537190082646,36.88429752066116,Native,241,0.14666666666666664,3.520000000000005,42.6
hermetic metal silo,24.90537190082646,36.88429752066116,Native,241,0.14666666666666664,3.520000000000005,34.980000000000004
grainpro hermetic supergrainbag premium rz with zip,23.646543778801846,39.75115207373272,Native,216,0.13333333333333333,0.19999999999999526,0.20000000000000284
polypropylene bag,23.646543778801846,39.75115207373272,Native,216,0.13333333333333333,0.19999999999999526,8.0
polypropylene bag,23.07887323943663,41.23474178403756,Hybrid,212,0.0,2.8666666666666742,53.8
polypropylene bag,23.56791443850266,43.31550802139037,Native,186,0.06666666666666667,4.866666666666671,9.800000000000011
grainpro hermetic supergrainbag premium rz with zip,25.80732984293195,34.67015706806283,Native,190,0.7333333333333334,3.5333333333333323,6.599999999999994
polypropylene bag with aluminum phosphide,25.80732984293195,34.67015706806283,Native,190,0.7333333333333334,3.5333333333333323,6.599999999999994
hermetic metal silo,25.80732984293195,34.67015706806283,Native,190,0.7333333333333334,3.5333333333333323,4.400000000000006
grainpro hermetic supergrainbag premium rz with zip,19.9264,55.968,Native,124,8.266666666666667,8.333333333333329,9.0
polypropylene bag,19.9264,55.968,Native,124,8.266666666666667,8.333333333333329,12.0
polypropylene bag with aluminum phosphide,19.9264,55.968,Native,124,8.266666666666667,8.333333333333329,8.799999999999997
grainpro hermetic supergrainbag farm,29.86190476190475,62.46031746031746,Hybrid,125,0.034,5.092666666666665,19.919999999999987
polypropylene bag,29.86190476190475,62.46031746031746,Hybrid,125,0.034,5.092666666666665,86.64
hermetic metal silo,31.85714285714286,59.21904761904762,Hybrid,104,0.6933333333333334,23.466666666666676,28.60000000000001
grainpro hermetic supergrainbag farm,31.64895833333333,49.760416666666664,Hybrid,95,0.6644082353221844,1.6618820791352253,5.400000000000006
hermetic metal silo,31.64895833333333,49.760416666666664,Hybrid,95,0.6644082353221844,1.6618820791352253,6.3999999999999915
polypropylene bag,27.459821428571438,25.285714285714285,Hybrid,111,0.13333333333333333,9.266666666666659,13.399999999999991
polypropylene bag,27.459821428571438,25.285714285714285,Hybrid,111,1.0,5.13333333333334,11.600000000000009
grainpro hermetic supergrainbag farm,30.91208791208791,19.89010989010989,Native,90,0.9333333333333332,11.466666666666658,11.599999999999994
polypropylene bag with aluminum phosphide,24.950264550264556,32.91534391534392,Native,188,1.0000000000000002,12.066666666666666,24.0
polypropylene bag,24.70531914893616,40.93617021276596,Native,93,0.4000000000000001,14.866666666666665,32.19999999999999
polypropylene bag,30.370646766169145,41.2636815920398,Native,200,0.26666666666666666,6.999999999999999,90.0
polypropylene bag,25.685606060606062,57.166666666666664,Native,131,0.0,2.668477920799617,98.81422924901186
polypropylene bag,20.952713178294573,65.79069767441861,Hybrid,128,0.0,2.7333333333333485,6.0
hermetic metal silo,26.482795698924743,57.806451612903224,Native,92,0.019994801351648574,6.004438845900063,8.383233532934128
grainpro hermetic supergrainbag premium rz with zip,27.260824742268035,60.20618556701031,Hybrid,96,0.14,1.3266666666666542,3.019999999999996
polypropylene bag,30.9391304347826,51.641304347826086,Native,91,0.20000000000000004,1.0000000000000029,41.6
hermetic metal silo,30.9391304347826,51.641304347826086,Native,91,0.20000000000000004,1.0000000000000029,1.3999999999999915
polypropylene bag,30.192553191489353,56.148936170212764,Native,93,0.16666666666666666,3.0666666666666678,37.8
grainpro hermetic supergrainbag premium rz with zip,23.369834710743802,62.97107438016529,Native,241,0.01998268504456181,13.175924336573408,17.773156294992802
polypropylene bag with micronized lime,23.369834710743802,62.97107438016529,Native,241,0.01998268504456181,13.175924336573408,27.58689572512985
hermetic metal silo,23.369834710743802,62.97107438016529,Native,241,0.01998268504456181,13.175924336573408,15.99680063987202
grainpro hermetic supergrainbag farm,24.691150442477877,37.876106194690266,Native,112,0.10000000000000002,3.6333333333333484,25.102880658436206
polypropylene bag with aluminum phosphide,24.691150442477877,37.876106194690266,Native,112,0.10000000000000002,3.6333333333333484,22.73269689737471
hermetic metal silo,24.691150442477877,37.876106194690266,Native,112,0.10000000000000002,3.6333333333333484,10.82463679148762
grainpro hermetic supergrainbag premium rz with zip,20.361224489795937,45.43877551020408,Native,195,0.3765873523936299,5.980838204861028,9.17816436712657
polypropylene bag,20.361224489795937,45.43877551020408,Native,195,0.3765873523936299,5.980838204861028,7.696921231507389
grainpro hermetic supergrainbag premium rz with zip,23.159340659340664,28.626373626373628,Hybrid,90,1.1313452617627568,9.975347912524857,10.800000000000011
hermetic metal silo,23.159340659340664,28.626373626373628,Hybrid,90,1.1313452617627568,9.975347912524857,11.0
grainpro hermetic supergrainbag premium rz with zip,31.78322580645161,36.74193548387097,Native,154,1.7960666666666667,7.08146666666668,7.090000000000003
polypropylene bag,31.78322580645161,36.74193548387097,Native,154,1.7960666666666667,7.08146666666668,82.296
hermetic metal silo,31.78322580645161,36.74193548387097,Native,154,1.7960666666666667,7.08146666666668,8.799999999999997
grainpro hermetic supergrainbag premium rz with zip,24.467532467532468,29.467532467532468,Native,153,1.2,4.0666666666666655,4.200000000000003
hermetic metal silo,24.467532467532468,29.467532467532468,Native,153,1.2,4.0666666666666655,4.400000000000006
grainpro hermetic supergrainbag premium rz with zip,25.32554744525548,31.423357664233578,Native,136,0.15332666799973338,13.759104179164156,19.272291083566586
grainpro hermetic supergrainbag premium rz with zip,25.32554744525548,31.423357664233578,Native,136,0.01999600133285352,12.517455508764971,16.980000000000004
hermetic metal silo,25.32554744525548,31.423357664233578,Native,136,0.15332666799973338,13.759104179164156,18.86
grainpro hermetic supergrainbag premium rz with zip,18.0928,64.012,Native,249,0.7999999999999999,9.400000000000002,12.212672396562056
polypropylene bag,18.0928,64.012,Native,249,0.7999999999999999,9.400000000000002,91.78164367126574
polypropylene bag with micronized lime,18.0928,64.012,Native,249,0.7999999999999999,9.400000000000002,10.199999999999989
hermetic metal silo,18.0928,64.012,Native,249,0.7999999999999999,9.400000000000002,10.280000000000001
hermetic metal silo,18.0928,64.012,Native,249,0.7999999999999999,9.400000000000002,11.239999999999995
polypropylene bag,32.67659574468085,41.09929078014184,Native,140,0.8666666666666667,3.8000000000000047,86.0
hermetic metal silo,32.67659574468085,41.09929078014184,Native,140,0.8666666666666667,3.8000000000000047,14.0
polypropylene bag,31.42948717948718,42.55128205128205,Native,77,0.1650886699762403,0.29948312142855327,0.92
polypropylene bag with micronized lime,31.42948717948718,42.55128205128205,Native,77,0.1650886699762403,0.29948312142855327,2.6772247360482595
hermetic metal silo,31.42948717948718,42.55128205128205,Native,77,0.1650886699762403,0.29948312142855327,1.716417910447774
polypropylene bag,32.516000000000005,38.25333333333333,Native,74,0.00593399870507257,0.85550665006433,4.800244598450888
polypropylene bag with micronized lime,32.516000000000005,38.25333333333333,Native,74,0.00593399870507257,0.85550665006433,13.807392996108945
hermetic metal silo,32.516000000000005,38.25333333333333,Native,74,0.00593399870507257,0.85550665006433,0.917
polypropylene bag,30.579090909090908,44.08181818181818,Native,109,0.05599657486894801,3.410989743659536,51.798010711553175
polypropylene bag with micronized lime,30.579090909090908,44.08181818181818,Native,109,0.05599657486894801,3.410989743659536,26.85827552031715
hermetic metal silo,30.579090909090908,44.08181818181818,Native,109,0.05599657486894801,3.410989743659536,7.166392092257002
grainpro hermetic supergrainbag farm,32.83040540540541,37.74324324324324,Native,147,0.0,0.7883788464005193,5.0485436893203826
polypropylene bag,32.83040540540541,37.74324324324324,Native,147,0.0,0.7883788464005193,87.95180722891567
polypropylene bag with standard lime,32.83040540540541,37.74324324324324,Native,147,0.0,0.7883788464005193,13.228238519533932
hermetic metal silo,32.83040540540541,37.74324324324324,Native,147,0.0,0.7883788464005193,13.878326996197714
grainpro hermetic supergrainbag farm,32.919801980198024,25.603960396039604,Hybrid,100,1.9366666666666665,3.2966666666666677,5.110000000000014
grainpro hermetic supergrainbag farm,32.919801980198024,25.603960396039604,Hybrid,100,1.9366666666666665,3.2966666666666677,4.310000000000002
grainpro hermetic supergrainbag farm,32.919801980198024,25.603960396039604,Hybrid,100,1.9366666666666665,3.2966666666666677,6.6200000000000045
polypropylene bag,32.919801980198024,25.603960396039604,Hybrid,100,1.9366666666666665,3.2966666666666677,6.010000000000005
polypropylene bag,32.919801980198024,25.603960396039604,Hybrid,100,1.9366666666666665,3.2966666666666677,3.819999999999993
polypropylene bag with micronized lime,32.919801980198024,25.603960396039604,Hybrid,100,1.9366666666666665,3.2966666666666677,5.150000000000006
polypropylene bag with deodorized malathion,32.919801980198024,25.603960396039604,Hybrid,102,1.9366666666666665,3.2966666666666677,4.429999999999993
hermetic metal silo,32.919801980198024,25.603960396039604,Hybrid,100,1.9366666666666665,3.2966666666666677,3.6199999999999903
hermetic metal silo,32.919801980198024,25.603960396039604,Hybrid,100,1.9366666666666665,3.2966666666666677,3.8799999999999955
hermetic metal silo,32.919801980198024,25.603960396039604,Hybrid,100,1.9366666666666665,3.2966666666666677,5.249999999999986
grainpro hermetic supergrainbag farm,28.788111888111892,52.89510489510489,Hybrid,142,1.2333333333333334,3.1599999999999975,3.701485273610416
grainpro hermetic supergrainbag farm,28.788111888111892,52.89510489510489,Hybrid,142,1.2333333333333334,3.1599999999999975,6.174522609825075
grainpro hermetic supergrainbag farm,28.788111888111892,52.89510489510489,Hybrid,142,1.2333333333333334,3.1599999999999975,6.70851968110226
grainpro hermetic supergrainbag premium rz with zip,28.788111888111892,52.89510489510489,Hybrid,142,1.2333333333333334,3.1599999999999975,3.9025793460542815
grainpro hermetic supergrainbag premium rz with zip,28.788111888111892,52.89510489510489,Hybrid,142,1.2333333333333334,3.1599999999999975,3.8962070300479326
grainpro hermetic supergrainbag premium rz with zip,28.788111888111892,52.89510489510489,Hybrid,142,1.2333333333333334,3.1599999999999975,3.678989016180452
silage plastic bag,28.788111888111892,52.89510489510489,Hybrid,142,1.2333333333333334,3.1599999999999975,9.380983345977384
silage plastic bag,28.788111888111892,52.89510489510489,Hybrid,142,1.2333333333333334,3.1599999999999975,9.074433419983151
silage plastic bag,28.788111888111892,52.89510489510489,Hybrid,142,1.2333333333333334,3.1599999999999975,11.291870319716608
polypropylene bag with micronized lime,28.788111888111892,52.89510489510489,Hybrid,142,1.2333333333333334,3.1599999999999975,20.525446718169476
polypropylene bag with micronized lime,28.788111888111892,52.89510489510489,Hybrid,142,1.2333333333333334,3.1599999999999975,14.414127120164238
polypropylene bag with micronized lime,28.788111888111892,52.89510489510489,Hybrid,142,1.2333333333333334,3.1599999999999975,9.353627396985928
polypropylene bag with aluminum phosphide,28.788111888111892,52.89510489510489,Hybrid,142,1.2333333333333334,3.1599999999999975,55.2848575712144
polypropylene bag with aluminum phosphide,28.788111888111892,52.89510489510489,Hybrid,142,1.2333333333333334,3.1599999999999975,45.362579453991216
polypropylene bag with aluminum phosphide,28.788111888111892,52.89510489510489,Hybrid,142,1.2333333333333334,3.1599999999999975,42.193600632417166
hermetic metal silo,28.788111888111892,52.89510489510489,Hybrid,142,1.2333333333333334,3.1599999999999975,8.836901634151346
hermetic metal silo,28.788111888111892,52.89510489510489,Hybrid,142,1.2333333333333334,3.1599999999999975,5.743262120732368
hermetic metal silo,28.788111888111892,52.89510489510489,Hybrid,142,1.2333333333333334,3.1599999999999975,4.241095047085864
grainpro hermetic supergrainbag farm,27.33695652173913,17.141304347826086,Native,91,1.3333333333333333,3.23333333333333,3.3296670332966727
grainpro hermetic supergrainbag farm,27.966666666666665,16.791666666666668,Native,119,1.3333333333333333,3.23333333333333,5.798840231953605
grainpro hermetic supergrainbag farm,27.966666666666665,16.791666666666668,Native,119,1.3333333333333333,3.23333333333333,5.468359492152345
polypropylene bag with aluminum phosphide,27.33695652173913,17.141304347826086,Native,91,1.3333333333333333,3.23333333333333,4.60815673730508
polypropylene bag with aluminum phosphide,27.966666666666665,16.791666666666668,Native,119,1.3333333333333333,3.23333333333333,5.489999999999995
polypropylene bag with aluminum phosphide,27.966666666666665,16.791666666666668,Native,119,1.3333333333333333,3.23333333333333,5.549445055494459
hermetic metal silo,27.966666666666665,16.791666666666668,Native,119,1.3333333333333333,3.23333333333333,4.7947258016182275
hermetic metal silo,27.966666666666665,16.791666666666668,Native,119,1.3333333333333333,3.23333333333333,5.033959248901311
polypropylene bag,36.21546391752578,28.567010309278352,Native,96,0.2883379214308636,4.35657523292237,10.490797546012274
polypropylene bag,36.21546391752578,28.567010309278352,Native,96,0.2883379214308636,4.35657523292237,10.129096325719956
polypropylene bag,36.21546391752578,28.567010309278352,Native,96,0.2883379214308636,4.35657523292237,14.892428052528643
polypropylene bag with micronized lime,36.21546391752578,28.567010309278352,Native,96,0.2883379214308636,4.35657523292237,4.982733103108046
polypropylene bag with micronized lime,36.21546391752578,28.567010309278352,Native,96,0.2883379214308636,4.35657523292237,4.705344906349936
grainpro hermetic supergrainbag farm,26.810439560439566,45.247252747252745,Hybrid,181,0.3866666666666667,4.986666666666668,6.789875451988763
grainpro hermetic supergrainbag farm,26.810439560439566,45.247252747252745,Hybrid,181,0.3866666666666667,4.986666666666668,12.224448897795597
grainpro hermetic supergrainbag farm,26.810439560439566,45.247252747252745,Hybrid,181,0.3866666666666667,4.986666666666668,6.048387096774192
grainpro hermetic supergrainbag premium rz with zip,26.810439560439566,45.247252747252745,Hybrid,181,0.3866666666666667,4.986666666666668,9.347300564061243
grainpro hermetic supergrainbag premium rz with zip,26.810439560439566,45.247252747252745,Hybrid,181,0.3866666666666667,4.986666666666668,8.906882591093108
grainpro hermetic supergrainbag premium rz with zip,26.810439560439566,45.247252747252745,Hybrid,181,0.3866666666666667,4.986666666666668,11.799999999999997
silage plastic bag,26.810439560439566,45.247252747252745,Hybrid,181,0.3866666666666667,4.986666666666668,12.871690427698567
silage plastic bag,26.810439560439566,45.247252747252745,Hybrid,181,0.3866666666666667,4.986666666666668,18.908941755537327
silage plastic bag,26.810439560439566,45.247252747252745,Hybrid,181,0.3866666666666667,4.986666666666668,12.083921726850917
polypropylene bag with micronized lime,26.810439560439566,45.247252747252745,Hybrid,181,0.3866666666666667,4.986666666666668,6.639839034205224
polypropylene bag with micronized lime,26.810439560439566,45.247252747252745,Hybrid,181,0.3866666666666667,4.986666666666668,6.02409638554218
polypropylene bag with aluminum phosphide,26.810439560439566,45.247252747252745,Hybrid,181,0.3866666666666667,4.986666666666668,7.768924302788847
polypropylene bag with aluminum phosphide,26.810439560439566,45.247252747252745,Hybrid,181,0.3866666666666667,4.986666666666668,8.926036902696737
polypropylene bag with aluminum phosphide,26.810439560439566,45.247252747252745,Hybrid,181,0.3866666666666667,4.986666666666668,13.982796559311865
hermetic metal silo,26.810439560439566,45.247252747252745,Hybrid,181,0.3866666666666667,4.986666666666668,19.244135534317977
hermetic metal silo,26.810439560439566,45.247252747252745,Hybrid,181,0.3866666666666667,4.986666666666668,14.0485312899106
hermetic metal silo,26.810439560439566,45.247252747252745,Hybrid,181,0.3866666666666667,4.986666666666668,9.617706237424557
grainpro hermetic supergrainbag farm,32.56868131868132,29.967032967032967,Hybrid,181,0.07333333333333333,3.1933333333333325,9.059999999999988
grainpro hermetic supergrainbag farm,32.56868131868132,29.967032967032967,Hybrid,181,0.07333333333333333,3.1933333333333325,8.399999999999991
grainpro hermetic supergrainbag farm,32.56868131868132,29.967032967032967,Hybrid,181,0.07333333333333333,3.1933333333333325,7.540000000000006
grainpro hermetic supergrainbag premium rz with zip,32.56868131868132,29.967032967032967,Hybrid,181,0.07333333333333333,3.1933333333333325,4.852941176470594
grainpro hermetic supergrainbag premium rz with zip,32.56868131868132,29.967032967032967,Hybrid,181,0.07333333333333333,3.1933333333333325,8.924949290060852
grainpro hermetic supergrainbag premium rz with zip,32.56868131868132,29.967032967032967,Hybrid,181,0.07333333333333333,3.1933333333333325,3.2719836400817996
polypropylene bag,32.56868131868132,29.967032967032967,Hybrid,181,0.07333333333333333,3.1933333333333325,40.800000000000004
polypropylene bag,32.56868131868132,29.967032967032967,Hybrid,181,0.07333333333333333,3.1933333333333325,41.599999999999994
polypropylene bag,32.56868131868132,29.967032967032967,Hybrid,181,0.07333333333333333,3.1933333333333325,51.78
polypropylene bag with micronized lime,32.56868131868132,29.967032967032967,Hybrid,181,0.07333333333333333,3.1933333333333325,4.203899268887071
polypropylene bag with micronized lime,32.56868131868132,29.967032967032967,Hybrid,181,0.07333333333333333,3.1933333333333325,7.263479145473042
polypropylene bag with micronized lime,32.56868131868132,29.967032967032967,Hybrid,181,0.07333333333333333,3.1933333333333325,4.617899468737235
polypropylene bag with deodorized malathion,32.56868131868132,29.967032967032967,Hybrid,181,0.07333333333333333,3.1933333333333325,5.883534136546189
polypropylene bag with deodorized malathion,32.56868131868132,29.967032967032967,Hybrid,181,0.07333333333333333,3.1933333333333325,4.1471843870705385
polypropylene bag with deodorized malathion,32.56868131868132,29.967032967032967,Hybrid,181,0.07333333333333333,3.1933333333333325,4.9428104575163445
hermetic metal silo,32.56868131868132,29.967032967032967,Hybrid,181,0.07333333333333333,3.1933333333333325,4.930000000000007
hermetic metal silo,32.56868131868132,29.967032967032967,Hybrid,181,0.07333333333333333,3.1933333333333325,5.5800000000000125
plastic barrel,32.56868131868132,29.967032967032967,Hybrid,181,0.07333333333333333,3.1933333333333325,9.739999999999995
plastic barrel,32.56868131868132,29.967032967032967,Hybrid,181,0.07333333333333333,3.1933333333333325,6.539999999999992
plastic barrel,32.56868131868132,29.967032967032967,Hybrid,181,0.07333333333333333,3.1933333333333325,6.339999999999989
grainpro hermetic supergrainbag premium rz with zip,22.441599999999987,52.564,Native,249,0.08637867285943283,14.066574046059038,16.64
grainpro hermetic supergrainbag premium rz with zip,22.441599999999987,52.564,Native,249,0.08637867285943283,14.066574046059038,17.752898840463814
grainpro hermetic supergrainbag premium rz with zip,22.441599999999987,52.564,Native,249,0.08637867285943283,14.066574046059038,15.813674530187924
polypropylene bag with micronized lime,22.441599999999987,52.564,Native,249,0.08637867285943283,14.066574046059038,16.15676864627075
polypropylene bag with deodorized malathion,22.441599999999987,52.564,Native,249,0.08637867285943283,14.066574046059038,22.506496102338602
polypropylene bag with deodorized malathion,22.441599999999987,52.564,Native,249,0.08637867285943283,14.066574046059038,23.226064361383166
polypropylene bag with deodorized malathion,22.441599999999987,52.564,Native,249,0.08637867285943283,14.066574046059038,15.536892621475715
hermetic metal silo,22.441599999999987,52.564,Native,249,0.08637867285943283,14.066574046059038,19.576084783043385
hermetic metal silo,22.441599999999987,52.564,Native,249,0.08637867285943283,14.066574046059038,20.195960807838432
hermetic metal silo,22.441599999999987,52.564,Native,249,0.08637867285943283,14.066574046059038,15.996800639872035
grainpro hermetic supergrainbag farm,29.47252747252747,22.021978021978022,Native,90,0.06666666666666667,10.626666666666676,18.372184907151322
grainpro hermetic supergrainbag farm,29.47252747252747,22.021978021978022,Native,90,0.06666666666666667,10.626666666666676,19.295971280414832
grainpro hermetic supergrainbag farm,29.47252747252747,22.021978021978022,Native,90,0.06666666666666667,10.626666666666676,16.561014263074497
grainpro hermetic supergrainbag farm,28.16022099447514,27.320441988950275,Native,180,0.06666666666666667,10.626666666666676,23.7020766773163
grainpro hermetic supergrainbag farm,28.16022099447514,27.320441988950275,Native,180,0.06666666666666667,10.626666666666676,23.77276326207442
grainpro hermetic supergrainbag farm,28.16022099447514,27.320441988950275,Native,180,0.06666666666666667,10.626666666666676,19.004796163069557
polypropylene bag with standard lime,29.47252747252747,22.021978021978022,Native,90,0.06666666666666667,10.626666666666676,16.493610223642165
polypropylene bag with standard lime,29.47252747252747,22.021978021978022,Native,90,0.06666666666666667,10.626666666666676,15.045653036919418
polypropylene bag with standard lime,29.47252747252747,22.021978021978022,Native,90,0.06666666666666667,10.626666666666676,17.241379310344826
polypropylene bag with standard lime,28.16022099447514,27.320441988950275,Native,180,0.06666666666666667,10.626666666666676,18.031150159744413
polypropylene bag with standard lime,28.16022099447514,27.320441988950275,Native,180,0.06666666666666667,10.626666666666676,26.81854516386889
polypropylene bag with standard lime,28.16022099447514,27.320441988950275,Native,180,0.06666666666666667,10.626666666666676,17.86996410051856
polypropylene bag with aluminum phosphide,29.47252747252747,22.021978021978022,Native,90,0.06666666666666667,10.626666666666676,18.049504950495034
polypropylene bag with aluminum phosphide,29.47252747252747,22.021978021978022,Native,90,0.06666666666666667,10.626666666666676,16.66666666666667
polypropylene bag with aluminum phosphide,29.47252747252747,22.021978021978022,Native,90,0.06666666666666667,10.626666666666676,18.555073035925773
polypropylene bag with aluminum phosphide,28.16022099447514,27.320441988950275,Native,180,0.06666666666666667,10.626666666666676,23.08306709265176
polypropylene bag with aluminum phosphide,28.16022099447514,27.320441988950275,Native,180,0.06666666666666667,10.626666666666676,22.921662669864105
polypropylene bag with aluminum phosphide,28.16022099447514,27.320441988950275,Native,180,0.06666666666666667,10.626666666666676,13.968824940047966
hermetic metal silo,29.47252747252747,22.021978021978022,Native,90,0.06666666666666667,10.626666666666676,16.49680255795363
hermetic metal silo,29.47252747252747,22.021978021978022,Native,90,0.06666666666666667,10.626666666666676,16.979624450659216
hermetic metal silo,29.47252747252747,22.021978021978022,Native,90,0.06666666666666667,10.626666666666676,16.426858513189444
hermetic metal silo,28.16022099447514,27.320441988950275,Native,180,0.06666666666666667,10.626666666666676,24.100719424460422
hermetic metal silo,28.16022099447514,27.320441988950275,Native,180,0.06666666666666667,10.626666666666676,25.65947242206235
hermetic metal silo,28.16022099447514,27.320441988950275,Native,180,0.06666666666666667,10.626666666666676,26.17811501597444
grainpro hermetic supergrainbag premium rz with zip,21.466343042071205,36.31715210355987,Native,308,0.39999999999999997,2.2666666666666715,4.400000000000006
grainpro hermetic supergrainbag premium rz with zip,21.466343042071205,36.31715210355987,Native,308,0.39999999999999997,2.2666666666666715,3.0
grainpro hermetic supergrainbag premium rz with zip,21.466343042071205,36.31715210355987,Native,308,0.39999999999999997,2.2666666666666715,2.799999999999997
polypropylene bag,21.466343042071205,36.31715210355987,Native,308,0.39999999999999997,2.2666666666666715,32.39999999999999
polypropylene bag,21.466343042071205,36.31715210355987,Native,308,0.39999999999999997,2.2666666666666715,27.400000000000006
polypropylene bag,21.466343042071205,36.31715210355987,Native,308,0.39999999999999997,2.2666666666666715,37.199999999999996
polypropylene bag,21.466343042071205,36.31715210355987,Native,308,0.39999999999999997,2.2666666666666715,98.6
polypropylene bag,21.466343042071205,36.31715210355987,Native,308,0.39999999999999997,2.2666666666666715,99.8
polypropylene bag,21.466343042071205,36.31715210355987,Native,308,0.39999999999999997,2.2666666666666715,99.8
hermetic metal silo,21.466343042071205,36.31715210355987,Native,308,0.39999999999999997,2.2666666666666715,3.200000000000003
plastic barrel,21.466343042071205,36.31715210355987,Native,308,0.39999999999999997,2.2666666666666715,2.5999999999999943
plastic barrel,21.466343042071205,36.31715210355987,Native,308,0.39999999999999997,2.2666666666666715,3.799999999999997
grainpro hermetic supergrainbag farm,33.6920792079208,47.64356435643565,Native,201,0.37315209807364025,10.461022092628426,12.399999999999991
grainpro hermetic supergrainbag farm,33.6920792079208,47.64356435643565,Native,201,0.37315209807364025,10.461022092628426,11.0
silage plastic bag,33.6920792079208,47.64356435643565,Native,201,0.37315209807364025,10.461022092628426,14.000000000000014
silage plastic bag,33.6920792079208,47.64356435643565,Native,201,0.37315209807364025,10.461022092628426,11.600000000000009
silage plastic bag,33.6920792079208,47.64356435643565,Native,201,0.37315209807364025,10.461022092628426,10.800000000000011
polypropylene bag,33.6920792079208,47.64356435643565,Native,201,0.37315209807364025,10.461022092628426,35.6
polypropylene bag,33.6920792079208,47.64356435643565,Native,201,0.37315209807364025,10.461022092628426,24.400000000000006
polypropylene bag,33.6920792079208,47.64356435643565,Native,201,0.37315209807364025,10.461022092628426,23.200000000000003
polypropylene bag with micronized lime,33.6920792079208,47.64356435643565,Native,201,0.37315209807364025,10.461022092628426,12.200000000000003
polypropylene bag with micronized lime,33.6920792079208,47.64356435643565,Native,201,0.37315209807364025,10.461022092628426,14.600000000000009
polypropylene bag with micronized lime,33.6920792079208,47.64356435643565,Native,201,0.37315209807364025,10.461022092628426,16.0
hermetic metal silo,33.6920792079208,47.64356435643565,Native,201,0.37315209807364025,10.461022092628426,12.0
hermetic metal silo,33.6920792079208,47.64356435643565,Native,201,0.37315209807364025,10.461022092628426,11.599999999999994
