tmax (°c),hrmin (%),storage time (days),grain impurities (%),initial total damage (%),final total damage  (%),storage_grainpro hermetic supergrainbag farm,storage_grainpro hermetic supergrainbag premium rz with zip,storage_hermetic metal silo,storage_plastic barrel,storage_plastic bottle,storage_polypropylene bag,storage_polypropylene bag with aluminum phosphide,storage_polypropylene bag with deodorized malathion,storage_polypropylene bag with micronized lime,storage_polypropylene bag with standard lime,storage_silage plastic bag,variety_Hybrid,variety_Native
25.181182795698927,58.597388632872516,181,0.03332400293232037,10.263975460272475,26.055662188099806,False,False,False,False,False,True,False,False,False,False,False,False,True
25.181182795698927,58.597388632872516,181,0.03332400293232037,10.263975460272475,46.51483368294875,False,False,False,False,False,True,False,False,False,False,False,False,True
25.181182795698927,58.597388632872516,181,0.03332400293232037,10.263975460272475,38.97783374307929,False,False,False,False,False,True,False,False,False,False,False,False,True
25.181182795698927,58.597388632872516,181,0.03332400293232037,10.263975460272475,48.91665000999401,False,False,True,False,False,False,False,False,False,False,False,False,True
25.181182795698927,58.597388632872516,181,0.03332400293232037,10.263975460272475,31.45970805838832,False,False,True,False,False,False,False,False,False,False,False,False,True
25.181182795698927,58.597388632872516,181,0.03332400293232037,10.263975460272475,24.30196070593409,False,False,True,False,False,False,False,False,False,False,False,False,True
25.181182795698927,58.597388632872516,181,0.03332400293232037,10.263975460272475,35.58116772866189,False,True,False,False,False,False,False,False,False,False,False,False,True
25.181182795698927,58.597388632872516,181,0.03332400293232037,10.263975460272475,35.86606696651674,False,True,False,False,False,False,False,False,False,False,False,False,True
25.181182795698927,58.597388632872516,181,0.03332400293232037,10.263975460272475,27.262364258144498,False,True,False,False,False,False,False,False,False,False,False,False,True
32.60639784946237,50.13252688172044,92,0.42570910509371096,10.014653669446082,10.631494804156675,False,False,False,False,False,False,False,False,False,False,True,True,False
32.60639784946237,50.13252688172044,92,0.42570910509371096,10.014653669446082,10.595761695321878,False,False,False,False,False,False,False,False,False,False,True,True,False
32.60639784946237,50.13252688172044,92,0.42570910509371096,10.014653669446082,10.5378924215157,False,False,False,False,False,False,False,False,False,False,True,True,False
32.60639784946237,50.13252688172044,92,0.42570910509371096,10.014653669446082,10.982428115015978,False,False,True,False,False,False,False,False,False,False,False,True,False
30.409815668202764,56.05299539170507,180,0.42570910509371096,10.014653669446082,10.019999999999992,False,False,True,False,False,False,False,False,False,False,False,True,False
30.409815668202764,56.05299539170507,180,0.42570910509371096,10.014653669446082,10.015993602558964,False,False,True,False,False,False,False,False,False,False,False,True,False
30.409815668202764,56.05299539170507,180,0.42570910509371096,10.014653669446082,11.19552179128349,False,False,True,False,False,False,False,False,False,False,False,True,False
27.329166666666666,59.06155913978495,91,0.10000000000000002,3.2066666666666577,15.133785942492006,False,False,False,False,True,False,False,False,False,False,False,True,False
27.329166666666666,59.06155913978495,91,0.10000000000000002,3.2066666666666577,9.39424230307877,False,False,False,False,True,False,False,False,False,False,False,True,False
27.329166666666666,59.06155913978495,91,0.10000000000000002,3.2066666666666577,13.514594162335055,False,False,False,False,True,False,False,False,False,False,False,True,False
27.329166666666666,59.06155913978495,91,0.10000000000000002,3.2066666666666577,9.304834198961249,True,False,False,False,False,False,False,False,False,False,False,True,False
27.329166666666666,59.06155913978495,91,0.10000000000000002,3.2066666666666577,13.95441823270691,True,False,False,False,False,False,False,False,False,False,False,True,False
27.329166666666666,59.06155913978495,91,0.10000000000000002,3.2066666666666577,13.019169329073495,True,False,False,False,False,False,False,False,False,False,False,True,False
27.329166666666666,59.06155913978495,91,0.10000000000000002,3.2066666666666577,20.343725019984007,False,False,False,False,False,False,False,False,False,True,False,True,False
27.329166666666666,59.06155913978495,91,0.10000000000000002,3.2066666666666577,38.53833865814697,False,False,False,False,False,False,False,False,False,True,False,True,False
27.329166666666666,59.06155913978495,91,0.10000000000000002,3.2066666666666577,21.437125748503004,False,False,False,False,False,False,False,False,False,True,False,True,False
27.329166666666666,59.06155913978495,91,0.10000000000000002,3.2066666666666577,26.200638213003586,False,False,True,False,False,False,False,False,False,False,False,True,False
27.329166666666666,59.06155913978495,91,0.10000000000000002,3.2066666666666577,11.237999999999994,False,False,True,False,False,False,False,False,False,False,False,True,False
27.329166666666666,59.06155913978495,91,0.10000000000000002,3.2066666666666577,15.315999999999994,False,False,True,False,False,False,False,False,False,False,False,True,False
27.009447004608294,61.50460829493088,180,0.10000000000000002,3.2066666666666577,15.7,False,False,False,False,True,False,False,False,False,False,False,True,False
27.009447004608294,61.50460829493088,180,0.10000000000000002,3.2066666666666577,12.35999999999999,False,False,False,False,True,False,False,False,False,False,False,True,False
27.009447004608294,61.50460829493088,180,0.10000000000000002,3.2066666666666577,10.759999999999996,False,False,False,False,True,False,False,False,False,False,False,True,False
27.009447004608294,61.50460829493088,180,0.10000000000000002,3.2066666666666577,11.960000000000012,True,False,False,False,False,False,False,False,False,False,False,True,False
27.009447004608294,61.50460829493088,180,0.10000000000000002,3.2066666666666577,11.39088729016786,True,False,False,False,False,False,False,False,False,False,False,True,False
27.009447004608294,61.50460829493088,180,0.10000000000000002,3.2066666666666577,8.311350919264589,True,False,False,False,False,False,False,False,False,False,False,True,False
27.009447004608294,61.50460829493088,180,0.10000000000000002,3.2066666666666577,35.02,False,False,False,False,False,False,False,False,False,True,False,True,False
27.009447004608294,61.50460829493088,180,0.10000000000000002,3.2066666666666577,31.980000000000004,False,False,False,False,False,False,False,False,False,True,False,True,False
27.009447004608294,61.50460829493088,180,0.10000000000000002,3.2066666666666577,57.04,False,False,False,False,False,False,False,False,False,True,False,True,False
27.009447004608294,61.50460829493088,180,0.10000000000000002,3.2066666666666577,11.960000000000012,False,False,True,False,False,False,False,False,False,False,False,True,False
27.009447004608294,61.50460829493088,180,0.10000000000000002,3.2066666666666577,10.037999999999991,False,False,True,False,False,False,False,False,False,False,False,True,False
27.009447004608294,61.50460829493088,180,0.10000000000000002,3.2066666666666577,14.31999999999999,False,False,True,False,False,False,False,False,False,False,False,True,False
21.528091397849465,55.97849462365591,91,0.05333333333333334,18.4,22.26437699680511,False,False,False,False,False,False,True,False,False,False,False,False,True
21.528091397849465,55.97849462365591,91,0.05333333333333334,18.4,21.81999999999999,False,False,False,False,False,False,True,False,False,False,False,False,True
21.528091397849465,55.97849462365591,91,0.05333333333333334,18.4,19.932162809257775,False,False,False,False,False,False,True,False,False,False,False,False,True
21.528091397849465,55.97849462365591,91,0.05333333333333334,18.4,20.203836930455648,True,False,False,False,False,False,False,False,False,False,False,False,True
21.528091397849465,55.97849462365591,91,0.05333333333333334,18.4,18.715083798882684,False,False,True,False,False,False,False,False,False,False,False,False,True
21.528091397849465,55.97849462365591,91,0.05333333333333334,18.4,22.672792648821417,False,False,True,False,False,False,False,False,False,False,False,False,True
20.7263133640553,60.440092165898626,180,0.05333333333333334,18.4,20.46771936837898,False,False,False,False,False,False,True,False,False,False,False,False,True
20.7263133640553,60.440092165898626,180,0.05333333333333334,18.4,19.372251099560167,False,False,False,False,False,False,True,False,False,False,False,False,True
33.86228878648233,44.513210445468516,203,0.1729983217708063,13.508200570449814,78.0,False,False,False,False,False,True,False,False,False,False,False,False,True
33.86228878648233,44.513210445468516,203,0.1729983217708063,13.508200570449814,71.6566866267465,False,False,False,False,False,True,False,False,False,False,False,False,True
33.86228878648233,44.513210445468516,203,0.1729983217708063,13.508200570449814,67.4,False,False,False,False,False,True,False,False,False,False,False,False,True
33.86228878648233,44.513210445468516,203,0.1729983217708063,13.508200570449814,34.0,False,False,False,False,False,False,False,False,True,False,False,False,True
33.86228878648233,44.513210445468516,203,0.1729983217708063,13.508200570449814,15.200000000000003,False,False,False,False,False,False,False,False,True,False,False,False,True
33.86228878648233,44.513210445468516,203,0.1729983217708063,13.508200570449814,42.8,False,False,False,False,False,False,False,False,True,False,False,False,True
19.57157894736842,43.1578947368421,94,6.066666666666667,3.9999999999999956,6.599999999999994,False,False,False,False,False,True,False,False,False,False,False,False,True
19.74126984126984,43.111111111111114,62,0.4000000000000001,1.5999999999999999,2.0,False,False,False,False,False,True,False,False,False,False,False,False,True
23.53030303030303,26.515151515151516,65,5.9708737864077674,5.9708737864077674,6.0,False,False,False,False,False,True,False,False,False,False,False,True,False
31.472440944881885,14.094488188976378,126,1.3333333333333333,1.3333333333333333,8.0,False,False,False,False,False,False,True,False,False,False,False,False,True
32.192045454545465,11.034090909090908,87,5.666666666666667,5.666666666666666,6.099999999999994,False,False,False,False,False,False,True,False,False,False,False,True,False
25.56311111111111,47.18666666666667,224,0.0,0.6666666666666714,0.7000000000000028,False,False,False,False,False,False,True,False,False,False,False,False,True
24.4554794520548,44.3013698630137,145,0.0,2.1333333333333258,4.640000000000001,False,True,False,False,False,False,False,False,False,False,False,False,True
24.4554794520548,44.3013698630137,145,0.0,2.1333333333333258,8.319999999999993,False,False,False,False,False,True,False,False,False,False,False,False,True
24.4554794520548,44.3013698630137,145,0.0,2.1333333333333258,6.999999999999986,False,False,True,False,False,False,False,False,False,False,False,False,True
23.44805194805195,47.47402597402598,153,3.9766666666666666,7.105427357601002e-15,2.6599999999999966,False,True,False,False,False,False,False,False,False,False,False,False,True
23.44805194805195,47.47402597402598,153,3.9766666666666666,7.105427357601002e-15,4.920000000000002,False,False,False,False,False,True,False,False,False,False,False,False,True
23.44805194805195,47.47402597402598,153,3.9766666666666666,7.105427357601002e-15,3.0,False,False,True,False,False,False,False,False,False,False,False,False,True
23.631914893617033,48.0709219858156,140,0.0,3.566666666666663,5.199999999999989,False,True,False,False,False,False,False,False,False,False,False,False,True
23.631914893617033,48.0709219858156,140,0.0,3.566666666666663,6.320000000000007,False,False,False,False,False,True,False,False,False,False,False,False,True
23.631914893617033,48.0709219858156,140,0.0,3.566666666666663,5.469999999999999,False,False,True,False,False,False,False,False,False,False,False,False,True
24.427210884353745,44.136054421768705,146,1.2666666666666666,4.733333333333333,5.759999999999991,False,True,False,False,False,False,False,False,False,False,False,False,True
24.427210884353745,44.136054421768705,146,1.2666666666666666,4.733333333333333,7.639999999999986,False,False,False,False,False,True,False,False,False,False,False,False,True
24.427210884353745,44.136054421768705,146,1.2666666666666666,4.733333333333333,9.439999999999998,False,False,True,False,False,False,False,False,False,False,False,False,True
22.677655677655686,32.498168498168496,272,0.5,4.366666666666674,11.780000000000015,False,True,False,False,False,False,False,False,False,False,False,False,True
22.677655677655686,32.498168498168496,272,0.5,4.366666666666674,8.879999999999995,False,False,False,False,False,True,False,False,False,False,False,False,True
22.233695652173918,32.789855072463766,275,0.39999999999999997,4.466666666666674,4.680000000000007,False,False,False,False,False,True,False,False,False,False,False,False,True
22.233695652173918,32.789855072463766,275,0.39999999999999997,4.466666666666674,5.640000000000001,False,False,True,False,False,False,False,False,False,False,False,False,True
25.86953642384106,51.42384105960265,136,0.0,0.20000000000000284,5.6000000000000085,False,True,False,False,False,False,False,False,False,False,False,False,True
25.86953642384106,51.42384105960265,136,0.0,0.20000000000000284,13.599999999999994,False,False,False,False,False,False,False,False,True,False,False,False,True
25.86953642384106,51.42384105960265,136,0.0,0.20000000000000284,7.3999999999999915,False,False,True,False,False,False,False,False,False,False,False,False,True
17.823762376237624,64.13861386138613,100,1.0,3.0,4.0,False,True,False,False,False,False,False,False,False,False,False,False,True
26.638,23.805,199,4.773092974538691,4.77309297453869,5.320000000000007,False,True,False,False,False,False,False,False,False,False,False,False,True
31.734065934065942,26.98901098901099,90,0.0,2.166233766233759,6.0,True,False,False,False,False,False,False,False,False,False,False,False,True
31.734065934065942,26.98901098901099,90,0.0,2.166233766233759,4.0,False,False,False,False,False,False,True,False,False,False,False,False,True
31.734065934065942,26.98901098901099,90,0.0,2.166233766233759,6.200000000000003,False,False,True,False,False,False,False,False,False,False,False,False,True
31.734065934065942,26.98901098901099,90,0.0,2.1130044843049376,6.200000000000003,True,False,False,False,False,False,False,False,False,False,False,False,True
27.329885057471266,26.666666666666668,86,1.0158192090395481,1.6159322033898327,2.0,False,True,False,False,False,False,False,False,False,False,False,False,True
27.330434782608698,30.159420289855074,68,0.0,2.6666666666666714,6.926000000000002,True,False,False,False,False,False,False,False,False,False,False,False,True
27.330434782608698,30.159420289855074,68,0.0,2.6666666666666714,6.0,True,False,False,False,False,False,False,False,False,False,False,False,True
27.330434782608698,30.159420289855074,68,0.0,2.6666666666666714,11.599999999999994,True,False,False,False,False,False,False,False,False,False,False,False,True
26.79473684210526,35.37894736842105,94,0.0,1.086666666666659,23.620000000000005,False,False,False,False,False,True,False,False,False,False,False,False,True
23.147560975609753,67.09756097560975,92,0.08,0.4933333333333377,0.6399999999999864,False,True,False,False,False,False,False,False,False,False,False,False,True
23.147560975609753,67.09756097560975,92,0.08,0.4933333333333377,5.780000000000001,False,False,False,False,False,False,False,False,False,False,True,False,True
21.71683168316832,57.98019801980198,100,0.17307779800979342,2.682497103070694,5.198960207958393,True,False,False,False,False,False,False,False,False,False,False,True,False
21.71683168316832,57.98019801980198,100,0.17307779800979342,2.682497103070694,5.198613703012526,False,False,False,False,False,False,True,False,False,False,False,True,False
21.71683168316832,57.98019801980198,100,0.17307779800979342,2.682497103070694,5.132648980135983,False,False,True,False,False,False,False,False,False,False,False,True,False
25.976063829787243,48.026595744680854,187,0.4000000000000001,1.8666666666666656,6.599999999999994,False,True,False,False,False,False,False,False,False,False,False,False,True
25.976063829787243,48.026595744680854,187,0.4000000000000001,1.8666666666666656,100.0,False,False,False,False,False,True,False,False,False,False,False,False,True
